,sg_uf,nm_municipio,nr_candidato,qt_votos_primeiro_turno,qt_votos_segundo_turno
25488,MT,DOM AQUINO,13,1988,2010
25489,MT,DOM AQUINO,14,12,0
25490,MT,DOM AQUINO,15,184,0
25491,MT,DOM AQUINO,16,0,0
25492,MT,DOM AQUINO,21,1,0
25493,MT,DOM AQUINO,22,2430,2721
25494,MT,DOM AQUINO,27,0,0
25495,MT,DOM AQUINO,30,7,0
25496,MT,DOM AQUINO,44,41,0
25497,MT,DOM AQUINO,80,0,0
25498,MT,FELIZ NATAL,12,44,0
25499,MT,FELIZ NATAL,13,1559,1485
25500,MT,FELIZ NATAL,14,11,0
25501,MT,FELIZ NATAL,15,47,0
25502,MT,FELIZ NATAL,16,1,0
25503,MT,FELIZ NATAL,21,0,0
25504,MT,FELIZ NATAL,22,2815,3133
25505,MT,FELIZ NATAL,27,1,0
25506,MT,FELIZ NATAL,30,9,0
25507,MT,FELIZ NATAL,44,21,0
25508,MT,FELIZ NATAL,80,0,0
25509,MT,FIGUEIRÓPOLIS D'OESTE,12,32,0
25510,MT,FIGUEIRÓPOLIS D'OESTE,13,493,539
25511,MT,FIGUEIRÓPOLIS D'OESTE,14,11,0
25512,MT,FIGUEIRÓPOLIS D'OESTE,15,49,0
25513,MT,FIGUEIRÓPOLIS D'OESTE,16,0,0
25514,MT,FIGUEIRÓPOLIS D'OESTE,21,0,0
25515,MT,FIGUEIRÓPOLIS D'OESTE,22,1512,1645
25516,MT,FIGUEIRÓPOLIS D'OESTE,27,0,0
25517,MT,FIGUEIRÓPOLIS D'OESTE,30,2,0
25518,MT,FIGUEIRÓPOLIS D'OESTE,44,16,0
25519,MT,FIGUEIRÓPOLIS D'OESTE,80,1,0
25520,MT,GAÚCHA DO NORTE,12,34,0
25521,MT,GAÚCHA DO NORTE,13,1231,1268
25522,MT,GAÚCHA DO NORTE,14,4,0
25523,MT,GAÚCHA DO NORTE,15,60,0
25524,MT,GAÚCHA DO NORTE,16,0,0
25525,MT,GAÚCHA DO NORTE,21,0,0
25526,MT,GAÚCHA DO NORTE,22,2568,2757
25527,MT,GAÚCHA DO NORTE,27,1,0
25528,MT,GAÚCHA DO NORTE,30,2,0
25529,MT,GAÚCHA DO NORTE,44,22,0
25530,MT,GAÚCHA DO NORTE,80,0,0
25531,MT,GENERAL CARNEIRO,12,42,0
25532,MT,GENERAL CARNEIRO,13,1496,1501
25533,MT,GENERAL CARNEIRO,14,3,0
25534,MT,GENERAL CARNEIRO,15,59,0
25535,MT,GENERAL CARNEIRO,16,0,0
25536,MT,GENERAL CARNEIRO,21,0,0
25537,MT,GENERAL CARNEIRO,22,1425,1526
25538,MT,GENERAL CARNEIRO,27,0,0
25539,MT,GENERAL CARNEIRO,30,2,0
25540,MT,GENERAL CARNEIRO,44,20,0
25541,MT,GENERAL CARNEIRO,80,1,0
25542,MT,GLÓRIA D'OESTE,12,23,0
25543,MT,GLÓRIA D'OESTE,13,651,654
25544,MT,GLÓRIA D'OESTE,14,4,0
25545,MT,GLÓRIA D'OESTE,15,44,0
25546,MT,GLÓRIA D'OESTE,16,0,0
25547,MT,GLÓRIA D'OESTE,21,0,0
25548,MT,GLÓRIA D'OESTE,22,1250,1354
25549,MT,GLÓRIA D'OESTE,27,0,0
25550,MT,GLÓRIA D'OESTE,30,1,0
25551,MT,GLÓRIA D'OESTE,44,9,0
25552,MT,GLÓRIA D'OESTE,80,0,0
25553,MT,GUARANTÃ DO NORTE,12,165,0
25554,MT,GUARANTÃ DO NORTE,13,3024,3152
25555,MT,GUARANTÃ DO NORTE,14,34,0
25556,MT,GUARANTÃ DO NORTE,15,259,0
25557,MT,GUARANTÃ DO NORTE,16,0,0
25558,MT,GUARANTÃ DO NORTE,21,2,0
25559,MT,GUARANTÃ DO NORTE,22,12410,13560
25560,MT,GUARANTÃ DO NORTE,27,5,0
25561,MT,GUARANTÃ DO NORTE,30,15,0
25562,MT,GUARANTÃ DO NORTE,44,72,0
25563,MT,GUARANTÃ DO NORTE,80,0,0
25564,MT,GUIRATINGA,12,105,0
25565,MT,GUIRATINGA,13,2808,2860
25566,MT,GUIRATINGA,14,9,0
25567,MT,GUIRATINGA,15,239,0
25568,MT,GUIRATINGA,16,1,0
25569,MT,GUIRATINGA,21,0,0
25570,MT,GUIRATINGA,22,3019,3386
25571,MT,GUIRATINGA,27,0,0
25572,MT,GUIRATINGA,30,11,0
25573,MT,GUIRATINGA,44,61,0
25574,MT,GUIRATINGA,80,1,0
25575,MT,INDIAVAÍ,12,24,0
25576,MT,INDIAVAÍ,13,624,620
25577,MT,INDIAVAÍ,14,1,0
25578,MT,INDIAVAÍ,15,37,0
25579,MT,INDIAVAÍ,16,0,0
25580,MT,INDIAVAÍ,21,0,0
25581,MT,INDIAVAÍ,22,795,829
25582,MT,INDIAVAÍ,27,0,0
25583,MT,INDIAVAÍ,30,0,0
25584,MT,INDIAVAÍ,44,6,0
25585,MT,INDIAVAÍ,80,1,0
25586,MT,IPIRANGA DO NORTE,12,30,0
25587,MT,IPIRANGA DO NORTE,13,963,968
25588,MT,IPIRANGA DO NORTE,14,8,0
25589,MT,IPIRANGA DO NORTE,15,56,0
25590,MT,IPIRANGA DO NORTE,16,1,0
25591,MT,IPIRANGA DO NORTE,21,0,0
25592,MT,IPIRANGA DO NORTE,22,2549,2796
25593,MT,IPIRANGA DO NORTE,27,1,0
25594,MT,IPIRANGA DO NORTE,30,3,0
25595,MT,IPIRANGA DO NORTE,44,20,0
25596,MT,IPIRANGA DO NORTE,80,1,0
25597,MT,ITANHANGÁ,12,19,0
25598,MT,ITANHANGÁ,13,801,755
25599,MT,ITANHANGÁ,14,2,0
25600,MT,ITANHANGÁ,15,35,0
25601,MT,ITANHANGÁ,16,0,0
25602,MT,ITANHANGÁ,21,0,0
25603,MT,ITANHANGÁ,22,2922,3185
25604,MT,ITANHANGÁ,27,0,0
25605,MT,ITANHANGÁ,30,2,0
25606,MT,ITANHANGÁ,44,16,0
25607,MT,ITANHANGÁ,80,0,0
25608,MT,ITAÚBA,12,55,0
25609,MT,ITAÚBA,13,918,928
25610,MT,ITAÚBA,14,4,0
25611,MT,ITAÚBA,15,66,0
25612,MT,ITAÚBA,16,1,0
25613,MT,ITAÚBA,21,0,0
25614,MT,ITAÚBA,22,1846,2057
25615,MT,ITAÚBA,27,1,0
25616,MT,ITAÚBA,30,3,0
25617,MT,ITAÚBA,44,24,0
25618,MT,ITAÚBA,80,0,0
25619,MT,ITIQUIRA,12,95,0
25620,MT,ITIQUIRA,13,2472,2518
25621,MT,ITIQUIRA,14,10,0
25622,MT,ITIQUIRA,15,231,0
25623,MT,ITIQUIRA,16,0,0
25624,MT,ITIQUIRA,21,2,0
25625,MT,ITIQUIRA,22,3572,3954
25626,MT,ITIQUIRA,27,2,0
25627,MT,ITIQUIRA,30,18,0
25628,MT,ITIQUIRA,44,67,0
25629,MT,ITIQUIRA,80,1,0
25630,MT,JACIARA,12,267,0
25631,MT,JACIARA,13,4687,4965
25632,MT,JACIARA,14,30,0
25633,MT,JACIARA,15,489,0
25634,MT,JACIARA,16,1,0
25635,MT,JACIARA,21,3,0
25636,MT,JACIARA,22,9593,10513
25637,MT,JACIARA,27,0,0
25638,MT,JACIARA,30,19,0
25639,MT,JACIARA,44,104,0
25640,MT,JACIARA,80,2,0
25641,MT,JANGADA,12,66,0
25642,MT,JANGADA,13,3230,2991
25643,MT,JANGADA,14,6,0
25644,MT,JANGADA,15,158,0
25645,MT,JANGADA,16,1,0
25646,MT,JANGADA,21,0,0
25647,MT,JANGADA,22,1963,2115
25648,MT,JANGADA,27,0,0
25649,MT,JANGADA,30,3,0
25650,MT,JANGADA,44,41,0
25651,MT,JANGADA,80,0,0
25652,MT,JAURU,12,54,0
25653,MT,JAURU,13,1393,1441
25654,MT,JAURU,14,5,0
25655,MT,JAURU,15,120,0
25656,MT,JAURU,16,0,0
25657,MT,JAURU,21,1,0
25658,MT,JAURU,22,3282,3566
25659,MT,JAURU,27,0,0
25660,MT,JAURU,30,16,0
25661,MT,JAURU,44,41,0
25662,MT,JAURU,80,1,0
25663,MT,JUARA,12,269,0
25664,MT,JUARA,13,4059,4310
25665,MT,JUARA,14,34,0
25666,MT,JUARA,15,370,0
25667,MT,JUARA,16,1,0
25668,MT,JUARA,21,6,0
25669,MT,JUARA,22,12362,13708
25670,MT,JUARA,27,5,0
25671,MT,JUARA,30,15,0
25672,MT,JUARA,44,155,0
25673,MT,JUARA,80,1,0
25674,MT,JURUENA,12,50,0
25675,MT,JURUENA,13,1240,1269
25676,MT,JURUENA,14,13,0
25677,MT,JURUENA,15,99,0
25678,MT,JURUENA,16,1,0
25679,MT,JURUENA,21,1,0
25680,MT,JURUENA,22,3019,3250
25681,MT,JURUENA,27,0,0
25682,MT,JURUENA,30,3,0
25683,MT,JURUENA,44,26,0
25684,MT,JURUENA,80,1,0
25685,MT,JUSCIMEIRA,12,77,0
25686,MT,JUSCIMEIRA,13,2700,2848
25687,MT,JUSCIMEIRA,14,20,0
25688,MT,JUSCIMEIRA,15,180,0
25689,MT,JUSCIMEIRA,16,1,0
25690,MT,JUSCIMEIRA,21,2,0
25691,MT,JUSCIMEIRA,22,3667,3958
25692,MT,JUSCIMEIRA,27,0,0
25693,MT,JUSCIMEIRA,30,8,0
25694,MT,JUSCIMEIRA,44,57,0
25695,MT,JUSCIMEIRA,80,0,0
25696,MT,JUÍNA,12,316,0
25697,MT,JUÍNA,13,6915,7158
25698,MT,JUÍNA,14,26,0
25699,MT,JUÍNA,15,539,0
25700,MT,JUÍNA,16,6,0
25701,MT,JUÍNA,21,3,0
25702,MT,JUÍNA,22,15291,16995
25703,MT,JUÍNA,27,3,0
25704,MT,JUÍNA,30,47,0
25705,MT,JUÍNA,44,163,0
25706,MT,JUÍNA,80,2,0
25707,MT,LAMBARI D'OESTE,12,50,0
25708,MT,LAMBARI D'OESTE,13,1393,1455
25709,MT,LAMBARI D'OESTE,14,4,0
25710,MT,LAMBARI D'OESTE,15,105,0
25711,MT,LAMBARI D'OESTE,16,1,0
25712,MT,LAMBARI D'OESTE,21,0,0
25713,MT,LAMBARI D'OESTE,22,1478,1574
25714,MT,LAMBARI D'OESTE,27,0,0
25715,MT,LAMBARI D'OESTE,30,2,0
25716,MT,LAMBARI D'OESTE,44,35,0
25717,MT,LAMBARI D'OESTE,80,0,0
25718,MT,LUCAS DO RIO VERDE,12,545,0
25719,MT,LUCAS DO RIO VERDE,13,9278,9377
25720,MT,LUCAS DO RIO VERDE,14,37,0
25721,MT,LUCAS DO RIO VERDE,15,647,0
25722,MT,LUCAS DO RIO VERDE,16,3,0
25723,MT,LUCAS DO RIO VERDE,21,4,0
25724,MT,LUCAS DO RIO VERDE,22,25571,27919
25725,MT,LUCAS DO RIO VERDE,27,4,0
25726,MT,LUCAS DO RIO VERDE,30,99,0
25727,MT,LUCAS DO RIO VERDE,44,144,0
25728,MT,LUCAS DO RIO VERDE,80,4,0
25729,MT,LUCIARA,12,28,0
25730,MT,LUCIARA,13,739,730
25731,MT,LUCIARA,14,2,0
25732,MT,LUCIARA,15,36,0
25733,MT,LUCIARA,16,0,0
25734,MT,LUCIARA,21,0,0
25735,MT,LUCIARA,22,836,881
25736,MT,LUCIARA,27,0,0
25737,MT,LUCIARA,30,1,0
25738,MT,LUCIARA,44,10,0
25739,MT,LUCIARA,80,0,0
25740,MT,MARCELÂNDIA,12,48,0
25741,MT,MARCELÂNDIA,13,1397,1452
25742,MT,MARCELÂNDIA,14,12,0
25743,MT,MARCELÂNDIA,15,74,0
25744,MT,MARCELÂNDIA,16,0,0
25745,MT,MARCELÂNDIA,21,0,0
25746,MT,MARCELÂNDIA,22,4487,4931
25747,MT,MARCELÂNDIA,27,0,0
25748,MT,MARCELÂNDIA,30,6,0
25749,MT,MARCELÂNDIA,44,49,0
25750,MT,MARCELÂNDIA,80,0,0
25751,MT,MATUPÁ,12,109,0
25752,MT,MATUPÁ,13,2525,2538
25753,MT,MATUPÁ,14,11,0
25754,MT,MATUPÁ,15,194,0
25755,MT,MATUPÁ,16,0,0
25756,MT,MATUPÁ,21,0,0
25757,MT,MATUPÁ,22,6661,7288
25758,MT,MATUPÁ,27,1,0
25759,MT,MATUPÁ,30,11,0
25760,MT,MATUPÁ,44,60,0
25761,MT,MATUPÁ,80,0,0
25762,MT,MIRASSOL D'OESTE,12,204,0
25763,MT,MIRASSOL D'OESTE,13,4326,4545
25764,MT,MIRASSOL D'OESTE,14,42,0
25765,MT,MIRASSOL D'OESTE,15,407,0
25766,MT,MIRASSOL D'OESTE,16,8,0
25767,MT,MIRASSOL D'OESTE,21,5,0
25768,MT,MIRASSOL D'OESTE,22,9085,10080
25769,MT,MIRASSOL D'OESTE,27,2,0
25770,MT,MIRASSOL D'OESTE,30,30,0
25771,MT,MIRASSOL D'OESTE,44,85,0
25772,MT,MIRASSOL D'OESTE,80,1,0
25773,MT,NOBRES,12,103,0
25774,MT,NOBRES,13,2833,2806
25775,MT,NOBRES,14,9,0
25776,MT,NOBRES,15,265,0
25777,MT,NOBRES,16,1,0
25778,MT,NOBRES,21,3,0
25779,MT,NOBRES,22,5659,6154
25780,MT,NOBRES,27,3,0
25781,MT,NOBRES,30,7,0
25782,MT,NOBRES,44,79,0
25783,MT,NOBRES,80,2,0
25784,MT,NORTELÂNDIA,12,56,0
25785,MT,NORTELÂNDIA,13,1775,1799
25786,MT,NORTELÂNDIA,14,4,0
25787,MT,NORTELÂNDIA,15,149,0
25788,MT,NORTELÂNDIA,16,0,0
25789,MT,NORTELÂNDIA,21,1,0
25790,MT,NORTELÂNDIA,22,1600,1774
25791,MT,NORTELÂNDIA,27,0,0
25792,MT,NORTELÂNDIA,30,4,0
25793,MT,NORTELÂNDIA,44,29,0
25794,MT,NORTELÂNDIA,80,0,0
25795,MT,NOSSA SENHORA DO LIVRAMENTO,12,91,0
25796,MT,NOSSA SENHORA DO LIVRAMENTO,13,6339,6260
25797,MT,NOSSA SENHORA DO LIVRAMENTO,14,9,0
25798,MT,NOSSA SENHORA DO LIVRAMENTO,15,301,0
25799,MT,NOSSA SENHORA DO LIVRAMENTO,16,0,0
25800,MT,NOSSA SENHORA DO LIVRAMENTO,21,2,0
25801,MT,NOSSA SENHORA DO LIVRAMENTO,22,2782,3081
25802,MT,NOSSA SENHORA DO LIVRAMENTO,27,1,0
25803,MT,NOSSA SENHORA DO LIVRAMENTO,30,9,0
25804,MT,NOSSA SENHORA DO LIVRAMENTO,44,102,0
25805,MT,NOSSA SENHORA DO LIVRAMENTO,80,1,0
25806,MT,NOVA BANDEIRANTES,12,78,0
25807,MT,NOVA BANDEIRANTES,13,1255,1301
25808,MT,NOVA BANDEIRANTES,14,16,0
25809,MT,NOVA BANDEIRANTES,15,131,0
25810,MT,NOVA BANDEIRANTES,16,1,0
25811,MT,NOVA BANDEIRANTES,21,1,0
25812,MT,NOVA BANDEIRANTES,22,4958,5272
25813,MT,NOVA BANDEIRANTES,27,0,0
25814,MT,NOVA BANDEIRANTES,30,3,0
25815,MT,NOVA BANDEIRANTES,44,28,0
25816,MT,NOVA BANDEIRANTES,80,0,0
25817,MT,NOVA BRASILÂNDIA,12,35,0
25818,MT,NOVA BRASILÂNDIA,13,1346,1379
25819,MT,NOVA BRASILÂNDIA,14,6,0
25820,MT,NOVA BRASILÂNDIA,15,133,0
25821,MT,NOVA BRASILÂNDIA,16,0,0
25822,MT,NOVA BRASILÂNDIA,21,0,0
25823,MT,NOVA BRASILÂNDIA,22,1156,1313
25824,MT,NOVA BRASILÂNDIA,27,0,0
25825,MT,NOVA BRASILÂNDIA,30,2,0
25826,MT,NOVA BRASILÂNDIA,44,34,0
25827,MT,NOVA BRASILÂNDIA,80,0,0
25828,MT,NOVA CANAÃ DO NORTE,12,104,0
25829,MT,NOVA CANAÃ DO NORTE,13,1855,1911
25830,MT,NOVA CANAÃ DO NORTE,14,25,0
25831,MT,NOVA CANAÃ DO NORTE,15,221,0
25832,MT,NOVA CANAÃ DO NORTE,16,1,0
25833,MT,NOVA CANAÃ DO NORTE,21,2,0
25834,MT,NOVA CANAÃ DO NORTE,22,4769,5281
25835,MT,NOVA CANAÃ DO NORTE,27,0,0
25836,MT,NOVA CANAÃ DO NORTE,30,9,0
25837,MT,NOVA CANAÃ DO NORTE,44,54,0
25838,MT,NOVA CANAÃ DO NORTE,80,0,0
25839,MT,NOVA GUARITA,12,22,0
25840,MT,NOVA GUARITA,13,1017,1040
25841,MT,NOVA GUARITA,14,3,0
25842,MT,NOVA GUARITA,15,53,0
25843,MT,NOVA GUARITA,16,1,0
25844,MT,NOVA GUARITA,21,0,0
25845,MT,NOVA GUARITA,22,1706,1892
25846,MT,NOVA GUARITA,27,0,0
25847,MT,NOVA GUARITA,30,3,0
25848,MT,NOVA GUARITA,44,9,0
25849,MT,NOVA GUARITA,80,0,0
25850,MT,NOVA LACERDA,12,37,0
25851,MT,NOVA LACERDA,13,1144,1137
25852,MT,NOVA LACERDA,14,8,0
25853,MT,NOVA LACERDA,15,79,0
25854,MT,NOVA LACERDA,16,0,0
25855,MT,NOVA LACERDA,21,0,0
25856,MT,NOVA LACERDA,22,1760,1906
25857,MT,NOVA LACERDA,27,0,0
25858,MT,NOVA LACERDA,30,3,0
25859,MT,NOVA LACERDA,44,21,0
25860,MT,NOVA LACERDA,80,1,0
25861,MT,NOVA MARILÂNDIA,12,30,0
25862,MT,NOVA MARILÂNDIA,13,779,773
25863,MT,NOVA MARILÂNDIA,14,5,0
25864,MT,NOVA MARILÂNDIA,15,53,0
25865,MT,NOVA MARILÂNDIA,16,0,0
25866,MT,NOVA MARILÂNDIA,21,0,0
25867,MT,NOVA MARILÂNDIA,22,1116,1190
25868,MT,NOVA MARILÂNDIA,27,0,0
25869,MT,NOVA MARILÂNDIA,30,1,0
25870,MT,NOVA MARILÂNDIA,44,22,0
25871,MT,NOVA MARILÂNDIA,80,0,0
25872,MT,NOVA MARINGÁ,12,20,0
25873,MT,NOVA MARINGÁ,13,875,868
25874,MT,NOVA MARINGÁ,14,1,0
25875,MT,NOVA MARINGÁ,15,30,0
25876,MT,NOVA MARINGÁ,16,0,0
25877,MT,NOVA MARINGÁ,21,1,0
25878,MT,NOVA MARINGÁ,22,2012,2149
25879,MT,NOVA MARINGÁ,27,0,0
25880,MT,NOVA MARINGÁ,30,0,0
25881,MT,NOVA MARINGÁ,44,36,0
25882,MT,NOVA MARINGÁ,80,0,0
25883,MT,NOVA MONTE VERDE,12,55,0
25884,MT,NOVA MONTE VERDE,13,1220,1253
25885,MT,NOVA MONTE VERDE,14,6,0
25886,MT,NOVA MONTE VERDE,15,96,0
25887,MT,NOVA MONTE VERDE,16,0,0
25888,MT,NOVA MONTE VERDE,21,1,0
25889,MT,NOVA MONTE VERDE,22,2925,3227
25890,MT,NOVA MONTE VERDE,27,0,0
25891,MT,NOVA MONTE VERDE,30,4,0
25892,MT,NOVA MONTE VERDE,44,23,0
25893,MT,NOVA MONTE VERDE,80,1,0
25894,MT,NOVA MUTUM,12,299,0
25895,MT,NOVA MUTUM,13,6198,6327
25896,MT,NOVA MUTUM,14,20,0
25897,MT,NOVA MUTUM,15,493,0
25898,MT,NOVA MUTUM,16,1,0
25899,MT,NOVA MUTUM,21,0,0
25900,MT,NOVA MUTUM,22,17140,18643
25901,MT,NOVA MUTUM,27,4,0
25902,MT,NOVA MUTUM,30,64,0
25903,MT,NOVA MUTUM,44,91,0
25904,MT,NOVA MUTUM,80,6,0
25905,MT,NOVA NAZARÉ,12,34,0
25906,MT,NOVA NAZARÉ,13,737,851
25907,MT,NOVA NAZARÉ,14,2,0
25908,MT,NOVA NAZARÉ,15,35,0
25909,MT,NOVA NAZARÉ,16,0,0
25910,MT,NOVA NAZARÉ,21,2,0
25911,MT,NOVA NAZARÉ,22,894,994
25912,MT,NOVA NAZARÉ,27,0,0
25913,MT,NOVA NAZARÉ,30,2,0
25914,MT,NOVA NAZARÉ,44,12,0
25915,MT,NOVA NAZARÉ,80,0,0
25916,MT,NOVA OLÍMPIA,12,141,0
25917,MT,NOVA OLÍMPIA,13,4680,4795
25918,MT,NOVA OLÍMPIA,14,13,0
25919,MT,NOVA OLÍMPIA,15,223,0
25920,MT,NOVA OLÍMPIA,16,1,0
25921,MT,NOVA OLÍMPIA,21,2,0
25922,MT,NOVA OLÍMPIA,22,3914,4456
25923,MT,NOVA OLÍMPIA,27,0,0
25924,MT,NOVA OLÍMPIA,30,9,0
25925,MT,NOVA OLÍMPIA,44,46,0
25926,MT,NOVA OLÍMPIA,80,1,0
25927,MT,NOVA SANTA HELENA,12,16,0
25928,MT,NOVA SANTA HELENA,13,625,608
25929,MT,NOVA SANTA HELENA,14,2,0
25930,MT,NOVA SANTA HELENA,15,47,0
25931,MT,NOVA SANTA HELENA,16,1,0
25932,MT,NOVA SANTA HELENA,21,0,0
25933,MT,NOVA SANTA HELENA,22,1499,1588
25934,MT,NOVA SANTA HELENA,27,0,0
25935,MT,NOVA SANTA HELENA,30,5,0
25936,MT,NOVA SANTA HELENA,44,9,0
25937,MT,NOVA SANTA HELENA,80,0,0
25938,MT,NOVA UBIRATÃ,12,70,0
25939,MT,NOVA UBIRATÃ,13,1743,1688
25940,MT,NOVA UBIRATÃ,14,6,0
25941,MT,NOVA UBIRATÃ,15,109,0
25942,MT,NOVA UBIRATÃ,16,1,0
25943,MT,NOVA UBIRATÃ,21,1,0
25944,MT,NOVA UBIRATÃ,22,3554,3875
25945,MT,NOVA UBIRATÃ,27,0,0
25946,MT,NOVA UBIRATÃ,30,6,0
25947,MT,NOVA UBIRATÃ,44,25,0
25948,MT,NOVA UBIRATÃ,80,0,0
25949,MT,NOVA XAVANTINA,12,204,0
25950,MT,NOVA XAVANTINA,13,3411,3581
25951,MT,NOVA XAVANTINA,14,9,0
25952,MT,NOVA XAVANTINA,15,220,0
25953,MT,NOVA XAVANTINA,16,1,0
25954,MT,NOVA XAVANTINA,21,3,0
25955,MT,NOVA XAVANTINA,22,7099,8011
25956,MT,NOVA XAVANTINA,27,0,0
25957,MT,NOVA XAVANTINA,30,16,0
25958,MT,NOVA XAVANTINA,44,79,0
25959,MT,NOVA XAVANTINA,80,4,0
25960,MT,NOVO HORIZONTE DO NORTE,12,49,0
25961,MT,NOVO HORIZONTE DO NORTE,13,713,767
25962,MT,NOVO HORIZONTE DO NORTE,14,3,0
25963,MT,NOVO HORIZONTE DO NORTE,15,88,0
25964,MT,NOVO HORIZONTE DO NORTE,16,0,0
25965,MT,NOVO HORIZONTE DO NORTE,21,0,0
25966,MT,NOVO HORIZONTE DO NORTE,22,1384,1603
25967,MT,NOVO HORIZONTE DO NORTE,27,0,0
25968,MT,NOVO HORIZONTE DO NORTE,30,2,0
25969,MT,NOVO HORIZONTE DO NORTE,44,24,0
25970,MT,NOVO HORIZONTE DO NORTE,80,0,0
25971,MT,NOVO MUNDO,12,44,0
25972,MT,NOVO MUNDO,13,1106,1111
25973,MT,NOVO MUNDO,14,7,0
25974,MT,NOVO MUNDO,15,53,0
25975,MT,NOVO MUNDO,16,0,0
25976,MT,NOVO MUNDO,21,2,0
25977,MT,NOVO MUNDO,22,2557,2723
25978,MT,NOVO MUNDO,27,0,0
25979,MT,NOVO MUNDO,30,2,0
25980,MT,NOVO MUNDO,44,22,0
25981,MT,NOVO MUNDO,80,0,0
25982,MT,NOVO SANTO ANTÔNIO,12,17,0
25983,MT,NOVO SANTO ANTÔNIO,13,472,481
25984,MT,NOVO SANTO ANTÔNIO,14,1,0
25985,MT,NOVO SANTO ANTÔNIO,15,46,0
25986,MT,NOVO SANTO ANTÔNIO,16,0,0
25987,MT,NOVO SANTO ANTÔNIO,21,1,0
25988,MT,NOVO SANTO ANTÔNIO,22,723,743
25989,MT,NOVO SANTO ANTÔNIO,27,0,0
25990,MT,NOVO SANTO ANTÔNIO,30,0,0
25991,MT,NOVO SANTO ANTÔNIO,44,13,0
25992,MT,NOVO SANTO ANTÔNIO,80,0,0
25993,MT,NOVO SÃO JOAQUIM,12,52,0
25994,MT,NOVO SÃO JOAQUIM,13,1213,1241
25995,MT,NOVO SÃO JOAQUIM,14,3,0
25996,MT,NOVO SÃO JOAQUIM,15,76,0
25997,MT,NOVO SÃO JOAQUIM,16,1,0
25998,MT,NOVO SÃO JOAQUIM,21,0,0
25999,MT,NOVO SÃO JOAQUIM,22,2463,2658
26000,MT,NOVO SÃO JOAQUIM,27,0,0
26001,MT,NOVO SÃO JOAQUIM,30,8,0
26002,MT,NOVO SÃO JOAQUIM,44,23,0
26003,MT,NOVO SÃO JOAQUIM,80,0,0
26004,MT,PARANATINGA,12,125,0
26005,MT,PARANATINGA,13,3295,3344
26006,MT,PARANATINGA,14,23,0
26007,MT,PARANATINGA,15,275,0
26008,MT,PARANATINGA,16,0,0
26009,MT,PARANATINGA,21,1,0
26010,MT,PARANATINGA,22,7166,7801
26011,MT,PARANATINGA,27,0,0
26012,MT,PARANATINGA,30,8,0
26013,MT,PARANATINGA,44,85,0
26014,MT,PARANATINGA,80,0,0
26015,MT,PARANAÍTA,12,103,0
26016,MT,PARANAÍTA,13,2046,2106
26017,MT,PARANAÍTA,14,10,0
26018,MT,PARANAÍTA,15,183,0
26019,MT,PARANAÍTA,16,0,0
26020,MT,PARANAÍTA,21,0,0
26021,MT,PARANAÍTA,22,4330,4903
26022,MT,PARANAÍTA,27,1,0
26023,MT,PARANAÍTA,30,9,0
26024,MT,PARANAÍTA,44,50,0
26025,MT,PARANAÍTA,80,0,0
26026,MT,PEDRA PRETA,12,133,0
26027,MT,PEDRA PRETA,13,4444,4653
26028,MT,PEDRA PRETA,14,19,0
26029,MT,PEDRA PRETA,15,325,0
26030,MT,PEDRA PRETA,16,0,0
26031,MT,PEDRA PRETA,21,3,0
26032,MT,PEDRA PRETA,22,5304,5963
26033,MT,PEDRA PRETA,27,1,0
26034,MT,PEDRA PRETA,30,16,0
26035,MT,PEDRA PRETA,44,89,0
26036,MT,PEDRA PRETA,80,2,0
26037,MT,PEIXOTO DE AZEVEDO,12,254,0
26038,MT,PEIXOTO DE AZEVEDO,13,6893,7102
26039,MT,PEIXOTO DE AZEVEDO,14,29,0
26040,MT,PEIXOTO DE AZEVEDO,15,333,0
26041,MT,PEIXOTO DE AZEVEDO,16,0,0
26042,MT,PEIXOTO DE AZEVEDO,21,2,0
26043,MT,PEIXOTO DE AZEVEDO,22,8720,9632
26044,MT,PEIXOTO DE AZEVEDO,27,2,0
26045,MT,PEIXOTO DE AZEVEDO,30,21,0
26046,MT,PEIXOTO DE AZEVEDO,44,107,0
26047,MT,PEIXOTO DE AZEVEDO,80,2,0
26048,MT,PLANALTO DA SERRA,12,42,0
26049,MT,PLANALTO DA SERRA,13,992,993
26050,MT,PLANALTO DA SERRA,14,5,0
26051,MT,PLANALTO DA SERRA,15,43,0
26052,MT,PLANALTO DA SERRA,16,0,0
26053,MT,PLANALTO DA SERRA,21,0,0
26054,MT,PLANALTO DA SERRA,22,885,976
26055,MT,PLANALTO DA SERRA,27,0,0
26056,MT,PLANALTO DA SERRA,30,3,0
26057,MT,PLANALTO DA SERRA,44,14,0
26058,MT,PLANALTO DA SERRA,80,1,0
26059,MT,POCONÉ,12,128,0
26060,MT,POCONÉ,13,11240,11394
26061,MT,POCONÉ,14,18,0
26062,MT,POCONÉ,15,432,0
26063,MT,POCONÉ,16,2,0
26064,MT,POCONÉ,21,3,0
26065,MT,POCONÉ,22,5830,6510
26066,MT,POCONÉ,27,0,0
26067,MT,POCONÉ,30,11,0
26068,MT,POCONÉ,44,140,0
26069,MT,POCONÉ,80,1,0
26070,MT,PONTAL DO ARAGUAIA,12,56,0
26071,MT,PONTAL DO ARAGUAIA,13,1546,1554
